SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Daily Range
ECLFINANCE,N5,998.11,1008.4,998,1005.25,1008.4,1004.35,2326,2332300.48,31-JAN-2020,29,INE804I08601,10.400024
ECLFINANCE,N7,1948,1948,1948,1948,1948,1948,1,1948,31-JAN-2020,1,INE804I08627,0.0
ECLFINANCE,NB,1004,1011.95,1004,1009.6,1011.95,1002.44,220,222112.2,31-JAN-2020,5,INE804I07ZL1,7.950012
ECLFINANCE,NC,1099.95,1099.95,1099.95,1099.95,1099.95,1095,1,1099.95,31-JAN-2020,1,INE804I07ZM9,0.0
ECLFINANCE,ND,1640,1640,1640,1640,1640,1640,1,1640,31-JAN-2020,1,INE804I07ZN7,0.0
ECLFINANCE,NE,1070,1080,1070,1072.08,1080,1063.56,821,879209,31-JAN-2020,12,INE804I073Y9,10.0
ECLFINANCE,NF,931.01,989.9,930,964.34,989.9,931.1,3775,3554591.26,31-JAN-2020,66,INE804I074Y7,59.900024
ECLFINANCE,NG,892,911.95,892,911.22,911.95,891.12,91,82902.6,31-JAN-2020,4,INE804I075Y4,19.950012
ECLFINANCE,NI,930,950,930,944.77,950,929,203,191790,31-JAN-2020,2,INE804I077Y0,20.0
ECLFINANCE,NJ,869,869,869,869,869,870,80,69520,31-JAN-2020,3,INE804I078Y8,0.0
ECLFINANCE,NM,920,943,917.11,930.62,930,927.64,2466,2277285.4,31-JAN-2020,26,INE804I075Z1,25.890015
ECLFINANCE,NN,965.01,1069,960.01,1037.5,1069,1005,254,255356.08,31-JAN-2020,18,INE804I076Z9,108.98999
ECLFINANCE,NO,939,939,939,939,939,939,405,380295,31-JAN-2020,13,INE804I077Z7,0.0
ECLFINANCE,NP,900,945,890,900.94,945,916,37,33335,31-JAN-2020,4,INE804I078Z5,55.0
ECLFINANCE,NQ,977.99,990,977.99,982.9,990,967.79,758,745044.69,31-JAN-2020,5,INE804I079Z3,12.01001
ECLFINANCE,NR,965,968,951,954,954,952.41,11270,10857584.31,31-JAN-2020,36,INE804IA7014,17.0
ECLFINANCE,NS,920,920,920,920,920,950,20,18400,31-JAN-2020,1,INE804IA7022,0.0
EDELWEISS,EQ,94.7,96.95,93.7,95.35,95.5,93.95,790032,75327286.45,31-JAN-2020,7473,INE532F01054,3.25
EDL,BZ,4,4,3.8,4,4,4,2003,7972,31-JAN-2020,10,INE180G01019,0.20000005
EDUCOMP,BZ,1,1.1,1,1.1,1.1,1.05,34437,37599.15,31-JAN-2020,32,INE216H01027,0.100000024
EHFLNCD,N3,1000,1000,1000,1000,1000,1017,20,20000,31-JAN-2020,1,INE530L07194,0.0
EHFLNCD,N5,890,890,880,880,880,850,10,8840,31-JAN-2020,2,INE530L07210,10.0
EHFLNCD,N6,865,900,854.9,886.12,900,880,1264,1118465.3,31-JAN-2020,13,INE530L07228,45.099976
EICHERMOT,EQ,20450,20641.7,20211,20289.3,20240,20340.3,102123,2080827849.1,31-JAN-2020,23667,INE066A01013,430.69922
EIDPARRY,EQ,226.7,235.6,226.7,230.2,229.6,226.7,262789,60841424.95,31-JAN-2020,3008,INE126A01031,8.900009
EIFFL,SM,113.2,113.5,113.2,113.5,113.5,113,3200,362720,31-JAN-2020,3,INE546V01010,0.30000305
EIHAHOTELS,EQ,300,315,293.25,296.7,296,296.1,501,149994.85,31-JAN-2020,110,INE276C01014,21.75
EIHOTEL,EQ,142.75,143,139.5,140.1,139.95,142.1,70793,9940077.9,31-JAN-2020,2172,INE230A01023,3.5
EIMCOELECO,EQ,320,332.75,316,322.75,322,319.95,403,130277.65,31-JAN-2020,37,INE158B01016,16.75
EKC,EQ,27.75,27.95,26.55,26.85,26.9,28,56836,1543980.8,31-JAN-2020,527,INE184H01027,1.4000015
ELECON,EQ,37.05,42.95,37.05,40.05,40.5,37.35,611578,25147152.1,31-JAN-2020,5955,INE205B01023,5.9000015
ELECTCAST,EQ,15.2,15.35,14.5,14.85,14.95,15.25,68942,1025690.75,31-JAN-2020,364,INE086A01029,0.8500004
ELECTHERM,EQ,137.05,143.5,130.2,135.6,135.4,138.5,3659,502860.5,31-JAN-2020,478,INE822G01016,13.300003
ELGIEQUIP,EQ,253.6,259.3,251,251.9,251,256,2633,668541.65,31-JAN-2020,301,INE285A01027,8.299988
ELGIRUBCO,EQ,17.75,18.4,17.2,17.9,18.4,17.85,1474,26250.1,31-JAN-2020,45,INE819L01012,1.1999989
EMAMILTD,EQ,301.9,306,290,294.7,295.5,300.1,2557313,752857459.15,31-JAN-2020,43728,INE548C01032,16.0
EMAMIPAP,EQ,118.3,118.3,118.3,118.3,118.3,124.5,3748,443388.4,31-JAN-2020,85,INE830C01026,0.0
EMAMIREAL,BE,72.25,72.25,72.25,72.25,72.25,76.05,2030,146667.5,31-JAN-2020,23,INE778K01012,0.0
EMBASSY,RR,418,420.05,413.3,415.03,413.55,415.38,134200,55895234,31-JAN-2020,322,INE041025011,6.75
EMCO,BZ,0.65,0.65,0.6,0.65,0.65,0.65,2670,1685.5,31-JAN-2020,8,INE078A01026,0.049999952
EMKAY,EQ,65.75,65.75,60.1,61.5,61.6,63.45,12849,797728.9,31-JAN-2020,247,INE296H01011,5.6500015
EMMBI,EQ,111,112.95,105.25,107,106.95,112.4,12009,1303258.9,31-JAN-2020,606,INE753K01015,7.699997
EMOFSR1RDP,MF,9.16,9.2,9.16,9.2,9.2,9.2,16067,147573.52,31-JAN-2020,5,INF754K01IS7,0.03999996
EMOFSR1RGG,MF,9.19,9.22,9.15,9.22,9.22,9.17,50094,460003.51,31-JAN-2020,23,INF754K01IR9,0.07000065
ENDURANCE,EQ,1076.05,1100.5,1062,1089.5,1085.1,1094.4,47896,52039219.45,31-JAN-2020,3443,INE913H01037,38.5
ENERGYDEV,EQ,6,6,5.7,5.8,5.9,5.8,7413,42690.35,31-JAN-2020,39,INE306C01019,0.3000002
ENGINERSIN,EQ,95.95,96.6,90.7,91.5,90.75,95.7,1704006,157875051,31-JAN-2020,21277,INE510A01028,5.9000015
ENIL,EQ,248.4,254.55,248.4,253.55,252,249.6,2103,531433.9,31-JAN-2020,100,INE265F01028,6.150009
EON,EQ,14.3,14.6,13.8,14.45,14.45,14.3,5627,79443.95,31-JAN-2020,62,INE076H01025,0.8000002
EQ30,EQ,344,344,344,344,344,345,1,344,31-JAN-2020,1,INF754K01EM9,0.0
EQUITAS,EQ,116.7,120.7,108.15,109.1,108.55,113.45,15878947,1791023727.4,31-JAN-2020,57124,INE988K01017,12.549995
ERFLNCDI,N2,980,1029.99,980,1005.84,1029.99,989.97,659,660096.49,31-JAN-2020,20,INE528S07086,49.98999
ERFLNCDI,N3,910,910,910,910,910,912,38,34580,31-JAN-2020,4,INE528S07094,0.0
ERFLNCDI,N4,900,1000,900,1000,1000,957.27,90,82000,31-JAN-2020,2,INE528S07102,100.0
ERFLNCDI,N5,839,839,839,839,839,855.12,5,4195,31-JAN-2020,1,INE528S07110,0.0
ERFLNCDI,N6,885,885,885,885,885,879.99,2,1770,31-JAN-2020,1,INE528S07128,0.0
ERIS,EQ,533,539.2,522.3,526.95,523.25,528,36333,19299545.6,31-JAN-2020,5431,INE406M01024,16.900024
EROSMEDIA,EQ,14.25,14.25,13.55,13.55,13.55,14.25,112639,1538232.55,31-JAN-2020,412,INE416L01017,0.6999998
ESABINDIA,EQ,1504.95,1539.9,1470,1528.05,1523.1,1478.55,7062,10709342.15,31-JAN-2020,1195,INE284A01012,69.900024
ESCORTS,EQ,801,817.95,794.45,803.65,801,818.35,7011082,5658429389.75,31-JAN-2020,86578,INE042A01014,23.5
ESSARSHPNG,EQ,7.05,7.35,6.75,6.75,6.75,7.1,13184,90001.6,31-JAN-2020,1161,INE122M01019,0.5999999
ESSELPACK,EQ,187.8,191,180.1,181,180.3,186.05,86116,15883307.45,31-JAN-2020,2712,INE255A01020,10.899994
ESTER,EQ,41.35,41.35,38.7,38.9,38.7,40.7,62521,2453253.6,31-JAN-2020,426,INE778B01029,2.6499977
EUROCERA,BZ,0.55,0.55,0.45,0.45,0.45,0.5,84587,46126.55,31-JAN-2020,13,INE649H01011,0.100000024
EUROMULTI,BE,0.45,0.55,0.45,0.5,0.5,0.5,1382,730.9,31-JAN-2020,8,INE063J01011,0.100000024
EUROTEXIND,EQ,10,10,10,10,10,10.4,200,2000,31-JAN-2020,1,INE022C01012,0.0
EVEREADY,EQ,58.35,58.35,55.2,55.75,56,57.35,104555,5863792.85,31-JAN-2020,926,INE128A01029,3.1499977
EVERESTIND,EQ,284.8,285.55,270,271.55,272.9,281.65,45659,12676725.25,31-JAN-2020,1721,INE295A01018,15.549988
EXCEL,BE,1.15,1.2,1.1,1.1,1.2,1.15,10176,11293.7,31-JAN-2020,19,INE688J01015,0.100000024
EXCELINDUS,EQ,912,918,865,886.05,882.35,905.15,10260,9074728.95,31-JAN-2020,1295,INE369A01029,53.0
EXIDEIND,EQ,200.7,201.95,196.25,197.15,196.5,199.7,1466191,291573766.25,31-JAN-2020,15476,INE302A01020,5.699997
EXPLEOSOL,EQ,313,331.9,312.25,318,318.25,307.9,56730,18233258.35,31-JAN-2020,1852,INE201K01015,19.649994
FACT,EQ,48.2,48.9,47.9,48.2,48.5,48.2,148430,7165586.95,31-JAN-2020,1320,INE188A01015,1.0
FAIRCHEM,EQ,508.75,508.9,500,500.1,500,500.55,4270,2140174.35,31-JAN-2020,261,INE959A01019,8.899994
FCL,EQ,29.05,29.25,28.55,28.65,28.8,28.75,64809,1872709.75,31-JAN-2020,441,INE045J01026,0.70000076
FCONSUMER,EQ,23.45,24.5,23,23.95,24.05,23.45,1570645,37086168.2,31-JAN-2020,4515,INE220J01025,1.5
FCSSOFT,EQ,0.25,0.25,0.2,0.2,0.2,0.2,842480,176170.4,31-JAN-2020,211,INE512B01022,0.049999997
FDC,EQ,225.05,240,225.05,234.45,234.25,228.4,218131,51407221.25,31-JAN-2020,5050,INE258B01022,14.949997
FEDERALBNK,EQ,93.7,93.8,90.8,91.35,91.55,93,10270614,945753494.05,31-JAN-2020,28114,INE171A01029,3.0
FEL,EQ,24,24.4,23.5,23.85,23.9,23.7,155373,3727498.95,31-JAN-2020,1982,INE623B01027,0.8999996
FELDVR,EQ,23,23.5,22.45,22.8,23.5,22.85,3455,78963.3,31-JAN-2020,60,IN9623B01058,1.0499992
FIEMIND,EQ,480.45,494.05,470,483.45,472.5,480.4,9067,4344795.7,31-JAN-2020,579,INE737H01014,24.049988
FILATEX,EQ,39.7,40,39,39.5,39.4,39.7,59970,2371338.1,31-JAN-2020,233,INE816B01027,1.0
FINCABLES,EQ,399.7,404.9,391.05,397.35,398,400.5,16584,6592080.45,31-JAN-2020,1406,INE235A01022,13.850006
FINEORG,EQ,2385,2399,2322.8,2338.85,2325,2374.2,9265,21781181,31-JAN-2020,1823,INE686Y01026,76.19995
FINPIPE,EQ,569.9,570,557.75,560.55,566,564.25,16431,9240886.1,31-JAN-2020,1257,INE183A01016,12.25
FLEXITUFF,BE,6.95,7.15,6.65,7.1,7.1,7,2004,13350.65,31-JAN-2020,18,INE060J01017,0.5
FLFL,EQ,410.9,415,404.5,414.15,414.95,406.75,26541,10850349.8,31-JAN-2020,711,INE452O01016,10.5
FLUOROCHEM,EQ,599,615,599,611.6,615,610.3,8630,5249805.4,31-JAN-2020,378,INE09N301011,16.0
FMGOETZE,EQ,616.05,616.05,604.55,607.2,611,609.75,714,433711.75,31-JAN-2020,221,INE529A01010,11.5
FMNL,EQ,26,26.5,25.15,25.3,25.15,25.85,2578,65708.55,31-JAN-2020,78,INE360L01017,1.3500004
FORCEMOT,EQ,1254,1306,1248,1260.25,1255,1262.6,63976,81301869.2,31-JAN-2020,5273,INE451A01017,58.0
FORTIS,EQ,156.9,157.7,151.45,153.45,153,156.05,1933119,296576507.25,31-JAN-2020,20510,INE061F01013,6.25
FOSECOIND,EQ,1465.35,1485.8,1400,1408.45,1405,1458.05,2623,3735896.85,31-JAN-2020,448,INE519A01011,85.80005
FOURTHDIM,SM,6.3,6.3,6.3,6.3,6.3,6.3,1000,6300,31-JAN-2020,1,INE382T01014,0.0
FRETAIL,EQ,330.75,333,323.6,329.75,330.1,329.1,1027307,335740265.3,31-JAN-2020,13089,INE752P01024,9.399994
FSC,EQ,448.35,453,441.05,450.45,452.95,448.2,30981,13838609.5,31-JAN-2020,1497,INE935Q01015,11.950012
FSL,EQ,45.95,45.95,43.5,43.9,43.65,45.05,1961835,86834537.85,31-JAN-2020,6039,INE684F01012,2.4500008
GABRIEL,EQ,117.1,117.6,112.5,112.95,113.7,116.6,59630,6815107.65,31-JAN-2020,1889,INE524A01029,5.0999985
GAEL,EQ,154,159.8,150.7,154.15,154.15,147.7,127090,19670229.75,31-JAN-2020,2585,INE036B01022,9.100006
GAIL,EQ,124.05,124.4,119.4,120.45,120.4,123.35,15391445,1862167303.7,31-JAN-2020,54824,INE129A01019,5.0
GAL,EQ,2.35,2.35,2.25,2.3,2.3,2.35,8848,19947.15,31-JAN-2020,17,INE482J01021,0.099999905
GALAXYSURF,EQ,1635,1637.95,1580.05,1621.5,1612.05,1608.3,18048,29049984.25,31-JAN-2020,1989,INE600K01018,57.899902
GALLANTT,EQ,29.2,30.3,28.5,28.75,28.6,29,3732,108703.25,31-JAN-2020,72,INE297H01019,1.7999992
GALLISPAT,EQ,28.7,28.7,25.8,26.8,26.8,26.15,2865,76782.7,31-JAN-2020,54,INE528K01029,2.9000015
GAMMNINFRA,BE,0.4,0.4,0.35,0.35,0.4,0.4,289069,108505.6,31-JAN-2020,61,INE181G01025,0.050000012
GANDHITUBE,EQ,279.4,279.4,268.5,270.25,268.5,270,1343,364971.3,31-JAN-2020,50,INE524B01027,10.899994
GANECOS,EQ,289,290,280,285.9,283,285.6,8562,2437925.25,31-JAN-2020,424,INE845D01014,10.0
GANESHHOUC,BE,38,39,36.1,36.6,36.8,37.25,9151,336038.5,31-JAN-2020,62,INE460C01014,2.9000015
GANGESSECU,EQ,41.05,41.05,37.4,39.4,40,38.4,551,21660.7,31-JAN-2020,36,INE335W01016,3.6499977
GANGOTRI,BZ,0.65,0.65,0.65,0.65,0.65,0.65,421,273.65,31-JAN-2020,3,INE670B01028,0.0
GARDENSILK,BE,12.2,12.7,11.95,12.55,12.6,12.2,13234,163690.25,31-JAN-2020,50,INE526A01016,0.75
GARFIBRES,EQ,1474,1510.45,1440.3,1493.35,1495,1474.05,3352,4971473.75,31-JAN-2020,540,INE276A01018,70.1499
GATI,EQ,69.45,69.5,68.5,68.75,68.8,68.85,227638,15616608.85,31-JAN-2020,1081,INE152B01027,1.0
GAYAHWS,BE,0.35,0.4,0.35,0.4,0.4,0.4,55729,19954.15,31-JAN-2020,36,INE287Z01012,0.050000012
GAYAPROJ,EQ,57.1,58,54.2,54.2,54.2,57.05,815263,44777290,31-JAN-2020,2063,INE336H01023,3.7999992
GDL,EQ,139.3,141.35,137,139.3,138.4,139.55,789007,110437638.1,31-JAN-2020,2232,INE852F01015,4.350006
GEECEE,EQ,86.4,88.3,86.2,86.5,86.5,87.25,3765,325895.35,31-JAN-2020,55,INE916G01016,2.100006
GEEKAYWIRE,SM,38.5,38.5,38.5,38.5,38.5,38.5,8000,308000,31-JAN-2020,1,INE669X01016,0.0
GENESYS,EQ,59,59.65,58,58.45,59,59.85,4768,279916.5,31-JAN-2020,152,INE727B01026,1.6500015
GENUSPAPER,EQ,6.3,6.7,6.3,6.55,6.6,6.25,115554,756700.8,31-JAN-2020,190,INE949P01018,0.39999962
GENUSPOWER,EQ,28,28,27.2,27.5,27.5,27.8,133592,3657700.7,31-JAN-2020,398,INE955D01029,0.79999924
GEOJITFSL,EQ,28.5,28.85,28.05,28.4,28.25,28.55,53683,1521275,31-JAN-2020,832,INE007B01023,0.80000114
GEPIL,EQ,689.45,697.9,685.65,690.1,688,687.35,8980,6203837.9,31-JAN-2020,1306,INE878A01011,12.25
GESHIP,EQ,318.45,318.5,299.8,304.3,300.5,316.45,287192,87647859.5,31-JAN-2020,9959,INE017A01032,18.700012
GET&D,EQ,174.45,174.5,166,166.85,167.45,174.45,43355,7356514.4,31-JAN-2020,1344,INE200A01026,8.5
GFLLIMITED,EQ,144,144,135.1,140.8,142,140.6,49918,6967114.15,31-JAN-2020,1321,INE538A01037,8.899994
GHCL,EQ,190.1,191.5,185.2,185.85,185.8,189.3,157764,29441169.9,31-JAN-2020,2355,INE539A01019,6.300003
GICHSGFIN,EQ,154,154.9,152.15,152.95,153,153.75,64164,9847025.15,31-JAN-2020,992,INE289B01019,2.75
GICRE,EQ,248.7,253.6,246.65,250,249.25,247.35,209376,52267787.9,31-JAN-2020,4610,INE481Y01014,6.950012
GILLANDERS,EQ,32.8,32.8,30.6,31,30.9,31.3,4111,127522.8,31-JAN-2020,36,INE047B01011,2.1999989
GILLETTE,EQ,6250,6274.5,6240,6246.85,6240.85,6260.4,2501,15635937.4,31-JAN-2020,1017,INE322A01010,34.5
GINNIFILA,EQ,8.9,9.1,8.3,8.6,8.5,8.7,8484,73236.8,31-JAN-2020,45,INE424C01010,0.8000002
GIPCL,EQ,79.5,80.6,78,79.95,80.5,79.15,237078,18829410.6,31-JAN-2020,1813,INE162A01010,2.5999985
GKWLIMITED,EQ,685,685,681,681,681,700.6,8,5456,31-JAN-2020,3,INE528A01020,4.0
GLAXO,EQ,1694,1694,1655,1665.4,1660,1674.9,30484,50889427.15,31-JAN-2020,3227,INE159A01016,39.0
GLENMARK,EQ,318.5,324.7,308.6,310.2,309.75,319.9,2637001,829929681.1,31-JAN-2020,37240,INE935A01035,16.100006
GLFL,BE,0.55,0.55,0.55,0.55,0.55,0.6,585,321.75,31-JAN-2020,3,INE540A01017,0.0
GLOBALVECT,EQ,57.8,59.7,55.1,56.4,57.9,57.8,10540,604999.7,31-JAN-2020,722,INE792H01019,4.6000023
GLOBOFFS,EQ,5,5.1,4.8,4.85,4.85,5,5328,26072.5,31-JAN-2020,34,INE446C01013,0.2999997
GLOBUSSPR,EQ,137.65,139.3,135.45,135.9,135.9,138.05,52687,7205514.6,31-JAN-2020,929,INE615I01010,3.850006
GMBREW,EQ,402.5,411.95,400.15,403.35,404.9,402.6,16071,6509456.15,31-JAN-2020,957,INE075D01018,11.800018
GMDCLTD,EQ,62.85,62.9,60.9,61.2,61,62.3,112089,6918155.9,31-JAN-2020,1354,INE131A01031,2.0
GMMPFAUDLR,EQ,2527.3,2569.65,2480,2502.05,2506,2524.6,14050,35578353.55,31-JAN-2020,2228,INE541A01023,89.6499
GMRINFRA,EQ,23.4,23.45,22.4,22.85,22.75,23.25,10571558,241664437.25,31-JAN-2020,9390,INE776C01039,1.0500011
GNA,EQ,258.75,261.45,251,251.45,251,255.55,19927,5065706.65,31-JAN-2020,1185,INE934S01014,10.450012
GNFC,EQ,196,196.4,192,193.85,194.25,194.5,218900,42390652.75,31-JAN-2020,3640,INE113A01013,4.399994
GOACARBON,BE,277.5,293.6,277.5,282.2,281,292.1,36620,10349976.95,31-JAN-2020,973,INE426D01013,16.100006
GOCLCORP,EQ,280.05,294,280.05,285.35,289,281.75,12281,3552513.5,31-JAN-2020,398,INE077F01035,13.950012
GODFRYPHLP,EQ,1195,1245.35,1181,1213.15,1212.2,1181.1,271379,329413801.65,31-JAN-2020,14716,INE260B01028,64.349976
GODHA,SM,13.5,13.5,13.5,13.5,13.5,12.9,4000,54000,31-JAN-2020,1,INE925Y01010,0.0
GODREJAGRO,EQ,569,569,555.1,560.1,558.5,566.55,48710,27254272.7,31-JAN-2020,2674,INE850D01014,13.900024
GODREJCP,EQ,684.85,686.55,671.65,672.65,672.25,683.5,1859249,1258602472.65,31-JAN-2020,43726,INE102D01028,14.899963
GODREJIND,EQ,427.4,427.4,412,414.35,413,425.5,88259,36979612.85,31-JAN-2020,6670,INE233A01035,15.399994
GODREJPROP,EQ,1084,1084.95,1056.85,1080.3,1084,1087.95,178002,191823228.55,31-JAN-2020,20262,INE484J01027,28.099976
GOENKA,BZ,0.25,0.3,0.25,0.25,0.25,0.3,89303,22855.9,31-JAN-2020,26,INE516K01024,0.050000012
GOKEX,EQ,68.4,68.4,65,65.35,65.5,66,54505,3605470.1,31-JAN-2020,1104,INE887G01027,3.4000015
GOKUL,EQ,10.6,10.7,10.05,10.3,10.3,10.55,9605,97876,31-JAN-2020,64,INE020J01029,0.6499996
GOKULAGRO,EQ,12.5,13.6,12.5,12.95,13.1,13.15,4081,52689.5,31-JAN-2020,60,INE314T01025,1.1000004
GOLDBEES,EQ,36,36,35.8,35.87,35.89,35.93,1330339,47688690.34,31-JAN-2020,2194,INF204KB17I5,0.20000076
GOLDENTOBC,EQ,27.5,27.5,26.4,27.45,27.45,27.5,615,16422.8,31-JAN-2020,160,INE973A01010,1.1000004
GOLDIAM,EQ,151.6,151.9,128.2,147.15,148.5,150.85,194125,27675357.9,31-JAN-2020,4000,INE025B01017,23.699997
GOLDSHARE,EQ,3610.9,3610.9,3586.05,3606.4,3610,3610.9,347,1251029.25,31-JAN-2020,96,INF789F01059,24.849854
GOLDSTAR,SM,22.7,22.7,22.7,22.7,22.7,23.85,6000,136200,31-JAN-2020,1,INE405Y01013,0.0
GOLDTECH,EQ,9.15,9.95,9.15,9.4,9.3,9.35,16672,160274.2,31-JAN-2020,160,INE805A01014,0.8000002
GOODLUCK,EQ,50,51.5,48.3,49.3,49,50,30094,1505508.55,31-JAN-2020,758,INE127I01024,3.2000008
GPIL,EQ,210,213.15,201.5,202.75,202.6,210.9,61827,12759831.15,31-JAN-2020,1997,INE177H01013,11.649994
GPPL,EQ,88.1,89.45,86.55,87,87,87.95,157451,13724738.1,31-JAN-2020,1260,INE517F01014,2.899994
GPTINFRA,EQ,37.6,37.7,35.05,35.5,36.5,35.7,5963,218196.65,31-JAN-2020,70,INE390G01014,2.6500015
GRANULES,EQ,147.35,148,145.5,146.05,146.2,146.2,891768,130629913.25,31-JAN-2020,11694,INE101D01020,2.5
GRAPHITE,EQ,302.5,304,296,298.4,297.8,300.1,851755,255202318.9,31-JAN-2020,12490,INE371A01025,8.0
GRASIM,EQ,793.1,797.95,775.55,778.9,777.5,791.25,1299292,1018404339.4,31-JAN-2020,24847,INE047A01021,22.400024
GRAVITA,EQ,61.8,65.7,61.1,61.9,62.1,60.85,318828,20238251.5,31-JAN-2020,2332,INE024L01027,4.5999985
GREAVESCOT,EQ,139.1,139.1,135.2,136.2,135.2,138.1,112308,15386862.45,31-JAN-2020,3932,INE224A01026,3.9000092
GREENLAM,EQ,1022,1045.4,1003.9,1024.65,1020,1001.65,3257,3325741.9,31-JAN-2020,331,INE544R01013,41.5
GREENPANEL,EQ,57.6,58.65,55.35,56.7,56,57.55,70122,3988131.3,31-JAN-2020,1192,INE08ZM01014,3.300003
GREENPLY,EQ,162.9,162.9,153.15,155.3,153.5,159,34347,5339583.55,31-JAN-2020,777,INE461C01038,9.75
GREENPOWER,BE,1.9,1.9,1.85,1.9,1.9,1.9,51811,96919.6,31-JAN-2020,59,INE999K01014,0.049999952
GRINDWELL,EQ,648.95,650,636,639.05,636,643.4,10170,6538213.8,31-JAN-2020,1239,INE536A01023,14.0
GROBTEA,BE,450.05,460,450.05,451,451,466.3,70,31821.05,31-JAN-2020,6,INE646C01018,9.950012
GRPLTD,EQ,910,910,821,834.5,821,862.35,62,52155.5,31-JAN-2020,28,INE137I01015,89.0
GRSE,EQ,216.7,217,211.25,212.45,212.85,213.45,134026,28574402.25,31-JAN-2020,2628,INE382Z01011,5.75
GSCLCEMENT,EQ,23,23.25,22.05,22.25,22.5,22.95,44164,995499.4,31-JAN-2020,207,INE542A01039,1.2000008
GSFC,EQ,86.8,87.8,83.8,85.7,85.45,92.1,1400498,120564804.95,31-JAN-2020,7346,INE026A01025,4.0
GSKCONS,EQ,8970,8974.65,8779.6,8833.65,8826.45,8943,4234,37445541.05,31-JAN-2020,1643,INE264A01014,195.05078
GSPL,EQ,255.8,255.8,244.4,253.6,253.05,254.55,426398,106558364.6,31-JAN-2020,14732,INE246F01010,11.400009
GSS,EQ,49.9,50.95,47.05,48.25,48.5,49,47910,2368833.2,31-JAN-2020,816,INE871H01011,3.9000015
GTL,EQ,1.4,1.45,1.35,1.4,1.45,1.4,37144,51939.3,31-JAN-2020,63,INE043A01012,0.100000024
GTLINFRA,EQ,0.4,0.45,0.4,0.4,0.45,0.45,2671164,1124251.75,31-JAN-2020,396,INE221H01019,0.049999982
GTNTEX,EQ,6.8,6.8,6.8,6.8,6.8,6.55,600,4080,31-JAN-2020,2,INE302H01017,0.0
GTPL,EQ,74,74,71.65,71.9,72,73,28468,2056981.15,31-JAN-2020,660,INE869I01013,2.3499985
GUFICBIO,EQ,64.65,68.5,64.65,66.55,66.8,64.65,106269,7132722.4,31-JAN-2020,1821,INE742B01025,3.8499985
GUJALKALI,EQ,409.4,413.35,394,397.65,396.6,409.2,56222,22453216.8,31-JAN-2020,2623,INE186A01019,19.350006
GUJAPOLLO,EQ,129.5,129.5,125.85,126,127.1,126.1,482,61696.5,31-JAN-2020,60,INE826C01016,3.6500015
GUJGASLTD,EQ,291,293.9,285.2,288.3,289,288.3,695332,200018538.45,31-JAN-2020,12170,INE844O01030,8.699982
GUJRAFFIA,BE,11.9,12.45,11.9,12.45,12.45,11.9,706,8621.95,31-JAN-2020,6,INE610B01024,0.5500002
GULFOILLUB,EQ,803.15,810.05,803,805.7,806.05,804.2,2046,1649605.8,31-JAN-2020,125,INE635Q01029,7.049988
GULFPETRO,EQ,49.2,49.2,45.2,46.85,46.7,47.4,24149,1150519.7,31-JAN-2020,547,INE586G01017,4.0
GULPOLY,EQ,47,50,46.95,48.65,49,47.8,8143,386874.3,31-JAN-2020,68,INE255D01024,3.0499992
GVKPIL,EQ,4.5,4.55,4.3,4.35,4.35,4.45,718411,3186001.2,31-JAN-2020,645,INE251H01024,0.25
HAL,EQ,817.95,827.95,801,804.1,803,814.9,12721,10335772.95,31-JAN-2020,1548,INE066F01012,26.950012
HARITASEAT,EQ,498.6,533.85,494.2,498.75,502,498.6,3732,1876213.85,31-JAN-2020,295,INE939D01015,39.649963
HARRMALAYA,EQ,62.7,63.45,60,60.6,60.25,61.4,43145,2656624,31-JAN-2020,1210,INE544A01019,3.4500008
HATHWAY,EQ,19.85,19.85,19.2,19.25,19.35,19.4,255268,4930028.8,31-JAN-2020,608,INE982F01036,0.6499996
HATSUN,EQ,640,640,627.95,633.6,634.9,633.95,7827,4945546.5,31-JAN-2020,594,INE473B01035,12.049988
HAVELLS,EQ,610.5,613.8,600.2,602.8,603.8,606.9,1171667,711304465.85,31-JAN-2020,31662,INE176B01034,13.599976
HAVISHA,BE,0.65,0.7,0.65,0.7,0.7,0.7,9980,6511,31-JAN-2020,9,INE293B01029,0.050000012
HBLPOWER,EQ,19.1,19.3,18.7,19,19.1,18.95,393605,7494774.85,31-JAN-2020,878,INE292B01021,0.5999985
HCC,EQ,11.1,11.2,10.9,10.9,10.95,10.9,1447371,15908871.75,31-JAN-2020,1423,INE549A01026,0.3000002
HCG,EQ,117,117.8,114.05,115.8,116.5,115.25,5716,662988.2,31-JAN-2020,207,INE075I01017,3.75
HCL-INSYS,EQ,7.05,7.15,7,7.1,7.1,7.05,277098,1956603,31-JAN-2020,758,INE236A01020,0.1500001
HCLTECH,EQ,607.85,608.9,589.6,591.4,591.6,607.85,3590768,2136694876.85,31-JAN-2020,100805,INE860A01027,19.300049
HDFC,EQ,2417,2434.75,2404.5,2414,2416.4,2415,2828509,6841949879.55,31-JAN-2020,126462,INE001A01036,30.25
HDFCAMC,EQ,3180,3194,3160,3174.2,3175,3189.6,196125,622617679.65,31-JAN-2020,21282,INE127D01025,34.0
