SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Daily Range
RECLTD,N9,1204.01,1205.1,1203.5,1203.5,1203.5,1205.04,600,722474.1,29-Jan-20,11,INE020B07HS2,1.5999756
RECLTD,NA,1299,1299,1299,1299,1299,1284.99,5,6495,29-Jan-20,1,INE020B07HT0,0.0
RECLTD,NF,1235.01,1235.01,1235.01,1235.01,1235.01,1235,50,61750.5,29-Jan-20,1,INE020B07IG5,0.0
REDINGTON,EQ,117.5,119.8,115.65,118.4,118,115.4,477225,55873683.35,29-Jan-20,3615,INE891D01026,4.1500015
REFEX,EQ,52.95,54,52.55,53.05,53.9,52.7,59306,3164132.05,29-Jan-20,620,INE056I01017,1.4500008
REGENCERAM,BE,1.3,1.3,1.3,1.3,1.3,1.35,5,6.5,29-Jan-20,1,INE277C01012,0.0
RELAXO,EQ,718.85,724.7,714,720.9,723,714.6,148566,107050670.6,29-Jan-20,6521,INE131B01039,10.700012
RELCAPITAL,EQ,9.1,9.55,8.85,9.55,9.55,9.1,5632374,52227275.1,29-Jan-20,5805,INE013A01015,0.6999998
RELIANCE,EQ,1474.05,1494.4,1464.05,1479.85,1480,1471.75,11313297,16736172828,29-Jan-20,254760,INE002A01018,30.349976
RELIGARE,EQ,42.7,43.6,41,41.7,41.2,42.5,266576,11302933.95,29-Jan-20,1308,INE621H01010,2.5999985
RELINFRA,EQ,22.5,22.95,22,22.95,22.95,21.9,4264001,96910845.45,29-Jan-20,9565,INE036A01016,0.95000076
RENUKA,EQ,7.75,8.15,7.75,7.95,7.9,7.7,1631194,13024743.85,29-Jan-20,1536,INE087H01022,0.39999962
REPCOHOME,EQ,335.2,343.05,328.8,333.5,330.1,330.6,139103,46634779.65,29-Jan-20,3097,INE612J01015,14.25
REPL,SM,38,39.9,37.9,39.9,39.9,38,36000,1406550,29-Jan-20,11,INE364Z01019,2.0
REPRO,EQ,659.15,664.9,650,653.4,653.95,659.15,4903,3225639.95,29-Jan-20,240,INE461B01014,14.900024
RESPONIND,EQ,91.9,92.5,90.5,91.75,92,91.55,101839,9340959.55,29-Jan-20,803,INE688D01026,2.0
REVATHI,EQ,462.45,504.95,462.45,474.1,479,462.85,810,388857.65,29-Jan-20,128,INE617A01013,42.5
RGL,EQ,380.25,408,380,401.1,404,386.4,14600,5786373.05,29-Jan-20,799,INE722H01016,28.0
RHFL,EQ,1.6,1.6,1.6,1.6,1.6,1.65,605301,968481.6,29-Jan-20,306,INE217K01011,0.0
RHFL,N4,255,269,238.01,249,249,259.9,244,61555.47,29-Jan-20,31,INE217K07AE0,30.990005
RHFL,N6,236,239.95,230,230,230,252,310,72748.4,29-Jan-20,10,INE217K07AG5,9.949997
RICOAUTO,EQ,45.65,46.3,45.3,45.5,45.3,45.3,181974,8330289.95,29-Jan-20,928,INE209B01025,1.0
RIIL,EQ,409.3,424.8,405.8,414.15,413,405.75,705049,293770097.1,29-Jan-20,16803,INE046A01015,19.0
RITES,EQ,318.9,331,317.05,328.6,328.2,315.75,1981209,645185218.3,29-Jan-20,33565,INE320J01015,13.950012
RKDL,EQ,5.15,5.45,5.15,5.3,5.45,5.2,1936,10145.45,29-Jan-20,28,INE722J01012,0.2999997
RKEC,SM,58.5,60.5,58.5,60,60,60,5000,297850,29-Jan-20,4,INE786W01010,2.0
RKFORGE,EQ,377.95,379.85,366,369.3,367,371.15,4214,1574872.95,29-Jan-20,369,INE399G01015,13.850006
RMCL,BE,6.9,7.45,6.9,6.95,7.2,7.25,33649,235875,29-Jan-20,101,INE172H01014,0.5499997
RMDRIP,SM,28.15,28.15,28,28,28,26.95,4000,112300,29-Jan-20,2,INE219Y01018,0.14999962
RML,EQ,291.8,294.6,285,286.5,287.95,290.65,9168,2652951.95,29-Jan-20,667,INE050H01012,9.600006
RNAVAL,BE,2.35,2.35,2.35,2.35,2.35,2.45,306298,719800.3,29-Jan-20,240,INE542F01012,0.0
ROHITFERRO,BE,0.5,0.5,0.45,0.45,0.45,0.45,7594,3518.95,29-Jan-20,10,INE248H01012,0.050000012
ROHLTD,EQ,75.75,77.9,74.05,74.65,74.15,75.6,28898,2196842.35,29-Jan-20,507,INE283H01019,3.8499985
ROLLT,EQ,1.65,1.65,1.6,1.65,1.65,1.65,9053,14737.45,29-Jan-20,9,INE927A01040,0.049999952
ROLTA,BE,4.1,4.2,4,4.15,4.1,4.05,107741,439854,29-Jan-20,205,INE293A01013,0.19999981
ROSSELLIND,BE,72.35,76.3,72.2,75.35,75,75.9,3743,277796.5,29-Jan-20,50,INE847C01020,4.100006
RPGLIFE,EQ,332.9,334.95,326,327.4,327.05,329.7,25821,8514510,29-Jan-20,892,INE105J01010,8.950012
RPOWER,EQ,1.85,1.85,1.85,1.85,1.85,1.9,9841916,18207544.6,29-Jan-20,4868,INE614G01033,0.0
RPPINFRA,EQ,67.6,67.6,66,67.25,67.25,65.95,2581,172125.05,29-Jan-20,34,INE324L01013,1.5999985
RPPL,SM,95.5,95.5,95.5,95.5,95.5,95.5,1000,95500,29-Jan-20,1,INE760W01015,0.0
RSSOFTWARE,EQ,23.7,24.5,23,23.05,23.1,23.7,4978,116288.1,29-Jan-20,135,INE165B01029,1.5
RSWM,EQ,102,102,97.6,97.7,97.6,98.7,3835,377045.7,29-Jan-20,187,INE611A01016,4.4000015
RSYSTEMS,EQ,69.55,70.95,69.05,70.05,70.5,69.6,15292,1068084.65,29-Jan-20,236,INE411H01032,1.8999939
RTNINFRA,BE,2.3,2.4,2.3,2.4,2.35,2.3,229155,537002.2,29-Jan-20,74,INE834M01019,0.10000014
RTNPOWER,EQ,1.85,1.85,1.8,1.8,1.85,1.85,571217,1037350.1,29-Jan-20,160,INE399K01017,0.05000007
RUBYMILLS,EQ,218.5,220,214,215,214,220,1511,328757.1,29-Jan-20,351,INE301D01026,6.0
RUCHI,BE,18.7,18.7,18.7,18.7,18.7,17.85,2393,44749.1,29-Jan-20,102,INE619A01035,0.0
RUCHINFRA,BE,2.8,2.8,2.8,2.8,2.8,2.9,13748,38494.4,29-Jan-20,40,INE413B01023,0.0
RUCHIRA,EQ,82.35,83,79.2,79.5,79.2,81.5,91054,7317845.4,29-Jan-20,1419,INE803H01014,3.800003
RUPA,EQ,226.35,227.4,220,221.75,220.5,223.9,20446,4572974.05,29-Jan-20,851,INE895B01021,7.399994
RUSHIL,EQ,146.1,149,144.1,145.4,144.5,145.55,2708,396637.65,29-Jan-20,249,INE573K01017,4.899994
RVNL,EQ,27.5,29.2,27.25,28.9,28.8,27.1,31156514,879114260,29-Jan-20,56295,INE415G01027,1.9500008
SABTN,EQ,1.25,1.35,1.25,1.3,1.3,1.3,11754,15655.5,29-Jan-20,15,INE416A01036,0.100000024
SADBHAV,EQ,127.8,130.25,126.35,128.1,127.8,127.75,47507,6107119.6,29-Jan-20,2208,INE226H01026,3.9000015
SADBHIN,EQ,41.15,41.6,40.6,41.05,41.05,41.05,352595,14465794.1,29-Jan-20,968,INE764L01010,1.0
SAFARI,EQ,628.9,630,622,626.75,626,621.05,3745,2348883.55,29-Jan-20,328,INE429E01023,8.0
SAGARDEEP,BE,75,76,70.2,75,75,72.4,2944,221720.65,29-Jan-20,23,INE976T01013,5.800003
SAGCEM,EQ,555,561,536.1,540.75,536.5,561.5,16656,9168536.9,29-Jan-20,1341,INE229C01013,24.900024
SAIL,EQ,47.6,48.45,47.45,47.65,47.7,47.05,17955370,860661154.1,29-Jan-20,31561,INE114A01011,1.0
SAKAR,BE,65.3,65.3,61.1,61.1,64.95,64.25,4908,304476.05,29-Jan-20,11,INE732S01012,4.2000046
SAKHTISUG,EQ,9.9,10,9.65,9.8,9.7,9.75,69481,685377.85,29-Jan-20,220,INE623A01011,0.35000038
SAKSOFT,EQ,226.75,228.95,226,228.05,227.6,224.3,27618,6282101.95,29-Jan-20,165,INE667G01015,2.949997
SAKUMA,EQ,6.35,6.4,6.1,6.2,6.25,6.25,184902,1141904.85,29-Jan-20,1225,INE190H01024,0.3000002
SALASAR,EQ,107.05,111.55,107,108.5,109.95,107,5079,552100.5,29-Jan-20,205,INE170V01019,4.550003
SALONA,EQ,62.7,66.7,62.6,65.1,66.7,64.2,711,45282.55,29-Jan-20,55,INE498E01010,4.0999985
SALSTEEL,EQ,3.3,3.4,3.15,3.15,3.15,3.25,23986,78204.6,29-Jan-20,52,INE658G01014,0.25
SALZERELEC,EQ,120.1,123.7,116,120.25,119,120.25,6108,728430.1,29-Jan-20,199,INE457F01013,7.699997
SAMBHAAV,EQ,2.8,2.85,2.7,2.7,2.8,2.75,10180,27933.7,29-Jan-20,46,INE699B01027,0.14999986
SANCO,EQ,13.1,14.3,12.8,13.95,14,13.15,425418,5803306.75,29-Jan-20,587,INE782L01012,1.5
SANDESH,EQ,644.9,649,632,644.5,639.1,640.15,325,208969.65,29-Jan-20,169,INE583B01015,17.0
SANDHAR,EQ,278.25,284.9,273.05,280,281,275.6,13456,3772614.8,29-Jan-20,1265,INE278H01035,11.850006
SANGAMIND,BE,58,61.45,58,60.9,60.95,59,1322,80109.25,29-Jan-20,19,INE495C01010,3.4500008
SANGHIIND,EQ,40.5,41,40.05,40.5,40.2,40.2,29075,1176387.5,29-Jan-20,239,INE999B01013,0.95000076
SANGHVIFOR,EQ,19,19.25,18.15,18.35,19,18.9,3175,58508.5,29-Jan-20,15,INE263L01013,1.1000004
SANGHVIMOV,EQ,96.8,96.8,93,93.6,94.25,95.05,24824,2333885.65,29-Jan-20,165,INE989A01024,3.800003
SANGINITA,BE,177,179,177,178.3,178,176.5,39732,7065943.25,29-Jan-20,462,INE753W01010,2.0
SANOFI,EQ,6725.15,6760,6703,6732.8,6703,6725.15,6374,42916119.7,29-Jan-20,1400,INE058A01010,57.0
SANWARIA,EQ,1.65,1.7,1.6,1.7,1.7,1.65,1551567,2567889.05,29-Jan-20,427,INE890C01046,0.100000024
SARDAEN,EQ,241.85,242.95,225,228.4,226.6,237.95,58365,13600687.8,29-Jan-20,2025,INE385C01013,17.949997
SAREGAMA,EQ,424.6,427.25,420,423.6,422.55,424.05,3401,1438343.3,29-Jan-20,165,INE979A01017,7.25
SARLAPOLY,EQ,25.8,25.8,24.6,24.85,24.75,25.15,92859,2329432.95,29-Jan-20,602,INE453D01025,1.1999989
SARVESHWAR,SM,15.75,15.75,15.75,15.75,15.75,15,1600,25200,29-Jan-20,1,INE324X01018,0.0
SASKEN,EQ,614.95,614.95,585,591.9,589,599.85,5228,3127089.25,29-Jan-20,1237,INE231F01020,29.950012
SASTASUNDR,EQ,71,75.95,70.2,71.75,72,72.2,850,61341.4,29-Jan-20,140,INE019J01013,5.75
SATIA,EQ,96.8,108.7,96.8,100,99.1,95.95,187406,18902871.55,29-Jan-20,2804,INE170E01023,11.899994
SATIN,EQ,240.8,240.9,237,237.8,237,238.35,56587,13480677.9,29-Jan-20,657,INE836B01017,3.899994
SBIETFQLTY,EQ,102.16,103.5,101.01,102.2,102.5,102.16,1008,102995.32,29-Jan-20,55,INF200KA1WX6,2.4899979
SBILIFE,EQ,992,1012.15,988,1007.8,1012,987.85,538017,539087689.3,29-Jan-20,36392,INE123W01016,24.150024
SBIN,EQ,317.85,319.7,315.55,316.45,316.95,315.1,23914114,7598704488,29-Jan-20,143297,INE062A01020,4.1500244
SBIN,N2,11202.1,11202.1,11182,11182,11182,11200.04,105,1176090.8,29-Jan-20,15,INE062A08025,20.09961
SBIN,N5,11349.95,11498,11340,11364.39,11360,11339.4,490,5578043.24,29-Jan-20,82,INE062A08058,158.0
SBIN,N6,11116,11116,11116,11116,11116,11111.33,19,211204,29-Jan-20,4,INE062A08066,0.0
SCAPDVR,EQ,0.25,0.25,0.2,0.25,0.25,0.2,433292,102691.6,29-Jan-20,183,INE224E01036,0.049999997
SCHAEFFLER,EQ,4613.85,4724,4584.05,4673.15,4654,4570.35,4943,22845876.2,29-Jan-20,1299,INE513A01014,139.9502
SCHAND,BE,89.2,92.5,89.2,90.9,91.5,92,959,86466,29-Jan-20,45,INE807K01035,3.300003
SCHNEIDER,EQ,85,86.7,82.5,83.6,83.55,84.3,106368,9028644.55,29-Jan-20,1640,INE839M01018,4.199997
SCI,EQ,61.05,62.7,60.45,61.9,62,60.5,1642889,101484547.4,29-Jan-20,7232,INE109A01011,2.25
SDBL,BE,108.9,110,107.15,108.3,109,108.9,8008,867338.65,29-Jan-20,146,INE480C01012,2.8499985
SEAMECLTD,EQ,473.9,473.95,455,455.9,458.8,460.05,5403,2484941.85,29-Jan-20,322,INE497B01018,18.950012
SECURCRED,SM,29.1,29.1,29.1,29.1,29.1,27.75,1800,52380,29-Jan-20,3,INE195Y01010,0.0
SELAN,EQ,148.2,150,145.2,145.65,146.2,147.6,26967,3973656.3,29-Jan-20,864,INE818A01017,4.800003
SELMCL,BE,0.75,0.85,0.75,0.85,0.85,0.8,173868,145639.25,29-Jan-20,57,INE105I01012,0.100000024
SEPOWER,EQ,2.4,2.4,2,2.15,2.15,2.25,39081,85169.4,29-Jan-20,55,INE735M01018,0.4000001
SEQUENT,EQ,82.9,86.25,82.9,83.55,83.2,82.3,589986,49767258.2,29-Jan-20,2972,INE807F01027,3.3499985
SERVOTECH,SM,7.7,8.2,7.7,8.2,8.2,7.55,8000,63600,29-Jan-20,2,INE782X01017,0.5
SESHAPAPER,EQ,173.95,173.95,166,167.95,167,169.45,24391,4109726.4,29-Jan-20,678,INE630A01024,7.949997
SETCO,EQ,14.55,14.7,14.2,14.35,14.35,14.45,63828,918311,29-Jan-20,224,INE878E01021,0.5
SETF10GILT,EQ,183,187.71,183,183.1,183.1,188,24,4431.58,29-Jan-20,8,INF200KA1JT1,4.7100067
SETFGOLD,EQ,3638.5,3650,3620,3640.95,3625.55,3656.5,3021,10970907.25,29-Jan-20,834,INF200K01099,30.0
SETFNIF50,EQ,125.5,125.51,124.65,124.98,125.04,124.63,56323,7046350.41,29-Jan-20,398,INF200KA1FS1,0.8600006
SETFNIFBK,EQ,316,316,312.19,313.41,313,312.19,9902,3103963.89,29-Jan-20,399,INF200KA1580,3.8099976
SETFNN50,EQ,298,299.95,297.75,297.76,297.76,296.71,62740,18719671.7,29-Jan-20,76,INF200KA1598,2.2000122
SETUINFRA,EQ,0.85,0.9,0.8,0.9,0.9,0.85,183774,156810.35,29-Jan-20,95,INE023M01027,0.099999964
SEYAIND,EQ,107.7,109,103.55,104.3,104.8,104.7,14871,1589386.2,29-Jan-20,228,INE573R01012,5.449997
SEZAL,BZ,1.55,1.55,1.55,1.55,1.55,1.55,30,46.5,29-Jan-20,1,INE955I01036,0.0
SFL,EQ,1458,1499,1452,1488.7,1489,1472.8,1997,2939566.8,29-Jan-20,403,INE916U01025,47.0
SGBAUG24,GB,3807,3849.8,3807,3849,3849,3860,226,867113.15,29-Jan-20,21,IN0020160027,42.80005
SGBAUG27,GB,3790,3805,3790,3792.9,3790,3792.01,276,1047398,29-Jan-20,16,IN0020190107,15.0
SGBDC27VII,GB,3897,3899,3800,3800,3800,3801.17,8,30696,29-Jan-20,5,IN0020190461,99.0
SGBFEB24,GB,3840,3840,3781,3800,3800,3843.89,35,132964,29-Jan-20,13,IN0020150101,59.0
SGBJ28VIII,GB,3900,4019,3900,3900,3900,3970,3,11819,29-Jan-20,3,IN0020190537,119.0
SGBJAN26,GB,3700,3700,3700,3700,3700,3785,4,14800,29-Jan-20,1,IN0020170166,0.0
SGBJUL25,GB,3774,3774,3735,3769.49,3769.49,3790,461,1732713.9,29-Jan-20,88,IN0020170034,39.0
SGBMAR24,GB,3775,3825,3775,3825,3825,3855.01,182,687525,29-Jan-20,4,IN0020150119,50.0
SGBMAR25,GB,3798,3798,3780,3780,3780,3793.08,14,53100,29-Jan-20,2,IN0020160126,18.0
SGBMAY25,GB,3768,3772.5,3757,3770,3770,3795,269,1013734,29-Jan-20,173,IN0020170018,15.5
SGBMAY26,GB,3789.99,3789.99,3789.99,3789.99,3789.99,3829.99,4,15159.96,29-Jan-20,1,IN0020180033,0.0
SGBNOV23,GB,3861,3861,3820,3835,3835,3837.38,38,146492,29-Jan-20,5,IN0020150085,41.0
SGBNOV24,GB,3794,3800,3775,3800,3800,3802,226,856536.25,29-Jan-20,41,IN0020160076,25.0
SGBNOV25,GB,3625,3774.99,3600,3770,3770,3711,20,74954.92,29-Jan-20,7,IN0020170091,174.98999
SGBNOV25VI,GB,3720,3720,3720,3720,3720,3710.01,5,18600,29-Jan-20,1,IN0020170083,0.0
SGBNOV26,GB,3800,3802,3800,3802,3802,3775,71,269927,29-Jan-20,4,IN0020180314,2.0
SGBOCT25,GB,3787.67,3815,3787.67,3815,3815,3787.67,10,37978.01,29-Jan-20,5,IN0020170059,27.330078
SGBOCT25IV,GB,3810,3820,3810,3820,3820,3816,81,309025,29-Jan-20,8,IN0020170067,10.0
SGBOCT26,GB,3800,3800,3800,3800,3800,3800,7,26600,29-Jan-20,1,IN0020180249,0.0
SGBOCT27,GB,3997,3999,3760,3780,3780,3810.1,67,255115.6,29-Jan-20,12,IN0020190370,239.0
SGBOCT27VI,GB,3615,3845,3611,3788.71,3845,3821,21,77650,29-Jan-20,9,IN0020190388,234.0
SGBSEP24,GB,3820,3820,3801,3819.69,3819.69,3805.66,297,1134491.24,29-Jan-20,17,IN0020160043,19.0
SGBSEP27,GB,3850,3851,3850,3851,3851,3830,5,19254,29-Jan-20,2,IN0020190115,1.0
SGL,EQ,6.9,7.3,6.85,7.3,7.3,7.2,5663,39837.95,29-Jan-20,29,INE353H01010,0.4500003
SHAHALLOYS,EQ,9.2,9.7,9.2,9.55,9.7,9.25,2546,23975.85,29-Jan-20,71,INE640C01011,0.5
SHAKTIPUMP,EQ,249.3,258.4,249.3,252.6,253.95,248.15,68520,17406650.15,29-Jan-20,2340,INE908D01010,9.099991
SHALBY,EQ,101.3,120.8,101.3,116.3,114.6,101.2,2762957,318605701.7,29-Jan-20,38130,INE597J01018,19.5
SHALPAINTS,EQ,100.6,103.9,96,98,98.3,99.95,168237,16849633.75,29-Jan-20,3218,INE849C01026,7.9000015
SHANKARA,EQ,395,401.8,390,392.25,393.5,392.7,23938,9451812.3,29-Jan-20,1154,INE274V01019,11.799988
SHANTIGEAR,EQ,99.8,100.85,98.4,100,99.05,97.9,7341,731644.25,29-Jan-20,175,INE631A01022,2.449997
SHARDACROP,EQ,253.75,254.95,235,236.5,235,248.65,48602,11675297.4,29-Jan-20,2394,INE221J01015,19.949997
SHARDAMOTR,EQ,1021.35,1021.35,1004.45,1011.5,1013.5,1021.35,821,831920.15,29-Jan-20,98,INE597I01010,16.899963
SHARIABEES,EQ,263.88,264.42,263.88,264.42,264.42,262.04,44,11626.92,29-Jan-20,2,INF732E01128,0.54000854
SHEMAROO,EQ,164,168.8,162.85,167.75,167.75,165.7,1110,185933.4,29-Jan-20,68,INE363M01019,5.949997
SHIL,EQ,160.05,166,156.7,162.85,163.1,161.95,32096,5178634.85,29-Jan-20,543,INE05AN01011,9.300003
SHILPAMED,EQ,277.45,277.45,260,262.85,267,271.7,19756,5224993.4,29-Jan-20,716,INE790G01031,17.450012
SHIRPUR-G,BE,18.1,18.15,16.45,16.45,16.45,17.3,52464,880146.45,29-Jan-20,171,INE196B01016,1.6999989
SHIVAMAUTO,EQ,25.2,26,25.05,25.45,25.25,24.7,92642,2359886.75,29-Jan-20,699,INE637H01024,0.95000076
SHIVAMILLS,EQ,35.2,36.3,35,35.15,35.15,35.15,1780,62844.45,29-Jan-20,63,INE644Y01017,1.2999992
SHIVATEX,EQ,94.5,96,91.1,94.3,94.5,95.35,1958,184010.7,29-Jan-20,143,INE705C01020,4.9000015
SHK,EQ,111.6,115.5,111.6,113.1,113,111.4,78177,8853115,29-Jan-20,485,INE500L01026,3.9000015
SHOPERSTOP,EQ,427.9,427.9,414.95,420.05,420.05,420.3,14616,6119225.15,29-Jan-20,633,INE498B01024,12.949982
SHREDIGCEM,EQ,29.5,30.5,29,29.35,29.5,29,839488,25054497.2,29-Jan-20,3178,INE232A01011,1.5
SHREECEM,EQ,23539.1,23780,23206.1,23506.2,23240.65,23442,13788,324640471,29-Jan-20,6430,INE070A01015,573.9004
SHREEPUSHK,EQ,109.95,115.95,108,114.9,112.2,109.05,60512,6735253.4,29-Jan-20,802,INE712K01011,7.949997
SHREERAMA,EQ,5.45,5.45,5.05,5.35,5.15,5.3,19556,101072.1,29-Jan-20,30,INE879A01019,0.39999962
SHRENIK,EQ,39.5,40,37.2,38.75,37.95,38.45,186328,7150870.45,29-Jan-20,311,INE632X01022,2.7999992
SHREYANIND,EQ,116.2,118.9,116.1,117.45,118,115.95,7975,937583.4,29-Jan-20,214,INE231C01019,2.800003
SHREYAS,EQ,88.35,91,84.2,85.6,85.4,88.35,8377,725050.9,29-Jan-20,185,INE757B01015,6.800003
SHRIPISTON,BE,693,704,691,703.95,703.95,700,457,319679.85,29-Jan-20,25,INE526E01018,13.0
SHRIRAMCIT,EQ,1398.85,1398.95,1360,1366.3,1365.5,1371.25,1323,1821059.25,29-Jan-20,425,INE722A01011,38.94995
SHRIRAMEPC,EQ,4.55,4.7,4.45,4.45,4.45,4.55,77071,348745.75,29-Jan-20,126,INE964H01014,0.25
SHUBHLAXMI,SM,41,43,40.85,43,43,43,6000,247850,29-Jan-20,6,INE01Z401013,2.1500015
SHYAMCENT,EQ,3.35,3.55,3.35,3.5,3.55,3.5,6929,23372.2,29-Jan-20,26,INE979R01011,0.20000005
SHYAMTEL,BE,8.05,8.05,8.05,8.05,8.05,8.45,17,136.85,29-Jan-20,1,INE635A01023,0.0
SICAGEN,EQ,17.5,18,17.15,17.65,17.6,17.6,6617,116721.25,29-Jan-20,61,INE176J01011,0.8500004
SICAL,EQ,11.35,12.4,11.35,11.4,11.35,11.9,1935572,22059571.5,29-Jan-20,1071,INE075B01012,1.0499992
SIEMENS,EQ,1513,1539.4,1490.3,1528.2,1528.7,1506.8,627013,951909637.7,29-Jan-20,38394,INE003A01024,49.099976
SIGIND,EQ,21.2,21.6,21.15,21.25,21.25,21.15,3488,74514.05,29-Jan-20,29,INE529F01035,0.45000076
SIL,BE,11.9,12.6,11.9,12.35,12.35,12.35,1032,12377.8,29-Jan-20,8,INE173A01025,0.70000076
SILINV,EQ,159,163.15,159,163,163,158.7,337,54402.7,29-Jan-20,76,INE923A01015,4.149994
SIMBHALS,EQ,7.95,8.25,7.9,8.1,8.2,7.9,21626,177078.75,29-Jan-20,122,INE748T01016,0.3499999
SIMPLEXINF,EQ,40.75,40.75,40.75,40.75,40.75,42.85,35769,1457586.75,29-Jan-20,105,INE059B01024,0.0
SINTERCOM,SM,80.7,81,80.7,81,81,80.25,6000,484900,29-Jan-20,3,INE129Z01016,0.30000305
SINTEX,BE,0.85,0.85,0.8,0.85,0.85,0.85,1053211,871333.75,29-Jan-20,455,INE429C01035,0.050000012
SIRCA,BE,275,281.4,270,280.1,280.4,268,14477,4028845.9,29-Jan-20,197,INE792Z01011,11.399994
SIS,EQ,525,548.4,525,537.2,540,520.5,58197,31276274.9,29-Jan-20,6427,INE285J01028,23.400024
SITINET,BE,1.55,1.55,1.5,1.5,1.5,1.55,62215,93567.1,29-Jan-20,78,INE965H01011,0.049999952
SIYSIL,EQ,230.5,230.9,224,225.5,225,225.8,4928,1112181.2,29-Jan-20,248,INE076B01028,6.899994
SJVN,EQ,26,26.2,25.75,25.8,25.85,25.85,1084084,28100936.5,29-Jan-20,2099,INE002L01015,0.45000076
SKFINDIA,EQ,2155.5,2196,2140,2144.25,2144,2173.6,4086,8821723.55,29-Jan-20,620,INE640A01023,56.0
SKIL,BE,4.7,4.95,4.65,4.95,4.95,4.85,5105,23998.05,29-Jan-20,9,INE429F01012,0.2999997
SKIPPER,EQ,45,46.15,45,45.7,45.85,44.9,36171,1659953.9,29-Jan-20,781,INE439E01022,1.1500015
SKMEGGPROD,EQ,34.75,35.7,34.5,34.65,34.6,34.75,9756,341139.1,29-Jan-20,148,INE411D01015,1.2000008
SMARTLINK,EQ,84.35,84.95,83.55,83.6,83.6,83.45,39,3274.85,29-Jan-20,9,INE178C01020,1.3999939
SMLISUZU,EQ,582.45,587.95,566.15,570.75,571.5,580.6,22431,12896899.05,29-Jan-20,1593,INE294B01019,21.799988
SMPL,BZ,0.1,0.15,0.1,0.15,0.15,0.15,8975,1308.55,29-Jan-20,22,INE215G01021,0.050000004
SMSLIFE,EQ,274,274,268,269.7,269.05,271.65,1670,452132.1,29-Jan-20,120,INE320X01016,6.0
SMSPHARMA,EQ,45,45.95,43.6,44.25,44.45,44.4,35022,1569391.25,29-Jan-20,429,INE812G01025,2.3500023
SMVD,SM,8.55,8.55,8.55,8.55,8.55,8.5,2000,17100,29-Jan-20,1,INE702Y01013,0.0
SNOWMAN,EQ,42.85,43.2,42.85,43.1,43,42.8,812666,34950143.9,29-Jan-20,704,INE734N01019,0.3500023
SOBHA,EQ,443.4,443.4,438.15,442,441.75,440.25,102153,44979973.8,29-Jan-20,3010,INE671H01015,5.25
SOFTTECH,SM,61.85,61.9,61.85,61.85,61.9,61.45,4800,296960,29-Jan-20,3,INE728Z01015,0.05000305
SOLARA,EQ,431,454,430.3,445.95,445.5,436.05,23064,10297188.65,29-Jan-20,1193,INE624Z01016,23.700012
SOLARINDS,EQ,1244.95,1280,1217.55,1272.85,1276,1223.4,107292,136097466.6,29-Jan-20,2264,INE343H01029,62.44995
SOMANYCERA,EQ,213.7,215.9,209.45,210,210.3,210.8,96465,20306629.35,29-Jan-20,1315,INE355A01028,6.449997
SOMATEX,EQ,3.2,3.35,3.2,3.35,3.35,3.35,1750,5675,29-Jan-20,9,INE314C01013,0.14999986
SOMICONVEY,EQ,15.9,15.9,14.8,15.45,15.45,15.8,255,3918.05,29-Jan-20,35,INE323J01019,1.0999994
SONAHISONA,SM,15.15,15.9,14,15.3,14,15,70000,1062500,29-Jan-20,6,INE06MH01016,1.8999996
SONAMCLOCK,SM,37.8,37.8,37.8,37.8,37.8,37.7,30000,1134000,29-Jan-20,2,INE00LM01011,0.0
SONATSOFTW,EQ,350.6,354,346.1,350.2,350.15,350.6,85825,30035710.3,29-Jan-20,3335,INE269A01021,7.899994
SORILINFRA,EQ,127.45,127.45,117.9,119.2,119.1,122.15,60560,7370311.1,29-Jan-20,1278,INE034H01016,9.549995
SOTL,EQ,888.85,892,877.65,881,880.2,877.15,397,351537.45,29-Jan-20,203,INE035D01012,14.349976
SOUTHBANK,EQ,10.9,11.05,10.85,10.9,10.95,10.85,2858340,31285342.45,29-Jan-20,3110,INE683A01023,0.19999981
SOUTHWEST,EQ,18.9,19.5,18.9,19.3,19.5,19,39917,759776.45,29-Jan-20,157,INE980Y01015,0.6000004
SPAL,EQ,215.05,218.2,213.95,214.65,215,214.35,26421,5688392.6,29-Jan-20,714,INE212I01016,4.25
SPANDANA,EQ,1090,1130,1005,1034.2,1024,1093.7,178730,186022679.9,29-Jan-20,13464,INE572J01011,125.0
SPARC,EQ,201.9,204.4,196.4,201.35,201.5,200.7,945289,190215007,29-Jan-20,12275,INE232I01014,8.0
SPECIALITY,EQ,63.45,66.4,63.25,65.9,66,62.9,235230,15421166.35,29-Jan-20,2374,INE247M01014,3.1500015
SPENCERS,EQ,90.5,93.8,90.1,91.05,91,89.45,1207793,111176921.9,29-Jan-20,10349,INE020801028,3.7000046
SPENTEX,BE,0.35,0.35,0.3,0.3,0.3,0.35,33218,10124.65,29-Jan-20,42,INE376C01020,0.049999982
SPIC,EQ,22.55,22.55,21.9,22,22,22.4,36760,811043.6,29-Jan-20,202,INE147A01011,0.6499996
SPICEJET,EQ,100.15,100.75,98.7,98.9,98.7,99.8,747069,74230050.45,29-Jan-20,6662,INE285B01017,2.050003
